,2019,2020,2021,2022
revenue,149805000.0,236577000.0,387864000.0,585944000.0
net_income,-95042000.0,-229828000.0,-342801000.0,-452551000.0
cash_and_equiv,18954000.0,36789000.0,1375932000.0,435781000.0
depreication,1202000.0,1567000.0,3632000.0,7620000.0
eps_diluted,0.0,-2.21,-1.82,-1.62
long_term_assets,0.0,98425000.0,116656000.0,146724000.0
