,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-113428056.0,-19010910.0,-17503783.0,-2760703.0,-82831.0,-86373.0,-199593.0,-653965.0,-412702.0,-3888468.0,-1175452.0,-3825673.0,-1486574.0
long_term_assets,0.0,0.0,0.0,0.0,18024.0,13762.0,12845.0,8486.0,38436.0,117814.0,105371.0,115061.0,451207.0
cash_and_equiv,0.0,6309.0,478.0,0.0,8640.0,108.0,0.0,2014.0,16640.0,119574.0,114227.0,3383568.0,0.0
depreication,0.0,0.0,0.0,0.0,228.0,914.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320719.0
