,2018,2019,2020,2021,2022
revenue,2981000000.0,2883000000.0,3147000000.0,3445000000.0,3716000000.0
net_income,176000000.0,90000000.0,112000000.0,324000000.0,258000000.0
eps_diluted,1.13,0.58,0.53,1.54,1.23
depreication,87000000.0,91000000.0,99000000.0,109000000.0,117000000.0
cash_and_equiv,0.0,102000000.0,312000000.0,164000000.0,38000000.0
long_term_debt,0.0,2389000000.0,2665000000.0,2596000000.0,2587000000.0
long_term_assets,0.0,3590000000.0,3669000000.0,3708000000.0,3758000000.0
