,2017,2018,2019,2020,2021,2022
revenue,2810900000.0,759000000.0,720500000.0,616300000.0,651800000.0,2569100000.0
net_income,301100000.0,51200000.0,56100000.0,108400000.0,340500000.0,243100000.0
eps_diluted,2.35,0.4,0.35,0.54,0.24,1.37
depreication,121400000.0,130000000.0,120400000.0,121700000.0,117800000.0,137800000.0
cash_and_equiv,0.0,0.0,211200000.0,888900000.0,1073600000.0,606900000.0
long_term_debt,0.0,641000000.0,2034100000.0,3479200000.0,2524000000.0,2617400000.0
long_term_assets,0.0,5054800000.0,5156400000.0,5285400000.0,4738400000.0,5162400000.0
