,2018,2019,2020,2021,2022
revenue,7442000000.0,7277000000.0,5675000000,7504000000.0,8961000000.0
net_income,187000000.0,177000000.0,-109000000,-397000000.0,-182000000.0
eps_diluted,1.72,1.63,-1,-3.65,-1.75
depreication,272000000.0,252000000.0,251000000,253000000.0,237000000.0
cash_and_equiv,0.0,72000000.0,787000000,335000000.0,261000000.0
long_term_debt,0.0,1591000000.0,2751000000,3657000000.0,3568000000.0
long_term_assets,0.0,3301000000.0,3672000000,3412000000.0,3013000000.0
