,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-186913.0,-443282.0,-1266693.0,-2075000.0,-4412050.0,-3386242.0,-3096821.0,-46280775.0,37477226.0,-3363597.0
cash_and_equiv,122017.0,411669.0,100906.0,78219.0,35453.0,155682.0,12353.0,1207.0,232850.0,226231.0
long_term_assets,38006.0,253137.0,264438.0,178622.0,43115.0,18452.0,7305.0,0.0,0.0,145000.0
revenue,0.0,0.0,89200.0,163996.0,0.0,0.0,0.0,0.0,0.0,0.0
depreication,0.0,0.0,0.0,0.0,51507.0,12063.0,11147.0,7305.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.12,-0.05,-0.17,0.0,0.0
