,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,5486.0,963,75165.0,110285,772062.0
revenue,0.0,0.0,72155,1178154.0,3406684,19267613.0
net_income,0.0,-1037221.0,365850,-2466378.0,91433,-14098316.0
eps_diluted,0.0,-0.02,0,-0.04,0,-0.2
long_term_assets,0.0,0.0,5500,1532134.0,3062594,12858914.0
depreication,0.0,0.0,0,46602.0,141388,323018.0
