,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,6304000.0,6364000.0,9133000.0,27413000.0,3990000.0,4483000.0,15370000.0,11680000.0,17298000.0,19667000.0,24137000.0
revenue,0.0,53665000.0,72201000.0,88775000.0,104524000.0,114490000.0,0.0,0.0,0.0,0.0,0.0
net_income,0.0,-2000000.0,-6410000.0,-14052000.0,-12949000.0,-13121000.0,-14572000.0,-18801000.0,-2441000.0,-1751000.0,-3655000.0
depreication,0.0,787000.0,900000.0,1400000.0,1600000.0,2000000.0,2300000.0,2500000.0,2900000.0,3100000.0,3800000.0
long_term_assets,0.0,0.0,6476000.0,7181000.0,6082000.0,8307000.0,16475000.0,32595000.0,33103000.0,43224000.0,56400000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,-0.07,-0.15
