,2019,2020,2021,2022,2023
revenue,1145203000.0,1349076000.0,1592795000.0,1493925000.0,1746503000.0
net_income,28552000.0,59586000.0,161305000.0,131741000.0,157653000.0
eps_diluted,0.38,0.74,1.72,1.62,1.97
depreication,132782000.0,117254000.0,105481000.0,105274000.0,106762000.0
cash_and_equiv,0.0,149385000.0,377604000.0,485998000.0,337145000.0
long_term_assets,0.0,3041877000.0,2969462000.0,2869193000.0,2908764000.0
