,2020,2021,2022
net_income,-1294.0,-13413532.0,-11403994.0
cash_and_equiv,25000.0,46847375.0,337169279.0
long_term_assets,180805.0,6833569.0,14622479.0
revenue,0.0,9466363.0,39384284.0
eps_diluted,0.0,-0.06,-0.05
depreication,0.0,95322.0,528220.0
