,2018,2019,2020,2021,2022
revenue,12915000000.0,3353000000.0,3493000000.0,14298000000.0,13685000000.0
net_income,1049000000.0,218000000.0,251000000.0,1246000000.0,1253000000.0
eps_diluted,2.42,0.5,0.58,2.89,2.96
cash_and_equiv,1329000000.0,1446000000.0,1782000000.0,1565000000.0,1189000000.0
long_term_debt,0.0,5379000000.0,11935000000.0,13496000000.0,13472000000.0
long_term_assets,0.0,4029000000.0,4217000000.0,4018000000.0,3676000000.0
