,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2868231.0,1633249.0,2444754.0,36259252.0,8029413.0,3908177.0,2184259.0,7554388.0,9472000.0,67247000.0,72788000.0,132735000.0
net_income,0.0,-4071475.0,-5219214.0,-16446750.0,2780262.0,1233400.0,1514895.0,1757000.0,4633000.0,-3298000.0,-29699000.0,-59494000.0
eps_diluted,0.0,-0.59,-0.72,-4.35,0.08,0.04,0.04,0.05,0.12,-0.08,-0.69,-1.29
depreication,0.0,4728005.0,5945077.0,6424813.0,7573535.0,9887168.0,12692355.0,14068000.0,15922000.0,21125000.0,30468000.0,34555000.0
long_term_debt,0.0,0.0,9306513.0,9069161.0,9147514.0,18668685.0,16692517.0,18216963.0,96452000.0,33121000.0,58946000.0,89614000.0
long_term_assets,0.0,0.0,50988863.0,62236678.0,87704364.0,107207863.0,106942366.0,109006753.0,181802000.0,325292000.0,634085000.0,863418000.0
revenue,0.0,0.0,0.0,0.0,0.0,33310430.0,39828546.0,51643000.0,65752000.0,84522000.0,425489000.0,595344000.0
