,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
cash_and_equiv,22098.0,144750.0,63255.0,25053.0,17144.0,12133.0,172948.0,419975.0,14828.0,742.0,135769
revenue,0.0,126576.0,597777.0,62274.0,0.0,0.0,1790168.0,3711327.0,2133624.0,1255784.0,626619
net_income,0.0,-387748.0,-2083359.0,-2075720.0,0.0,-2098771.0,-23629117.0,-2074537.0,-4007403.0,-2889940.0,-5827507
long_term_debt,0.0,415993.0,718629.0,1295024.0,0.0,149013.0,293609.0,1000462.0,2186744.0,4038818.0,5211654
long_term_assets,0.0,80597.0,274282.0,249233.0,0.0,193890.0,286530.0,960808.0,3861264.0,3984246.0,4332827
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114434
