,2018,2019,2020,2021,2022
revenue,291000000.0,885000000.0,2886000000.0,4888000000.0,6583000000.0
net_income,-204000000.0,-667000000.0,-461000000.0,-468000000.0,-1365000000.0
cash_and_equiv,215000000.0,257000000.0,4345000000.0,2504000000.0,1977000000.0
depreication,9000000.0,32000000.0,120000000.0,156000000.0,369000000.0
eps_diluted,0.0,-15.44,-7.39,-1.39,-3.68
long_term_assets,0.0,734000000.0,836000000.0,2244000000.0,5069000000.0
