,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-2267000.0,8388000.0,4547000.0,56629000.0,1243000.0,4205000.0,881000.0,3681000.0,-7276000.0,29136000.0,10397000.0,-14840000.0,24727000.0,10650000.0
eps_diluted,-0.06,-0.35,0.12,1.42,0.03,0.1,0.02,0.08,-0.15,0.59,0.21,-0.29,0.46,0.17
cash_and_equiv,1456000.0,1808000.0,2089000.0,1778000.0,288000.0,307000.0,446000.0,20638000.0,51322000.0,10389000.0,40165000.0,102018000.0,134606000.0,127834000.0
depreication,53800000.0,53997000.0,54000000.0,4500000.0,4600000.0,4700000.0,57600000.0,64000000.0,64200000.0,70200000.0,77500000.0,83100000.0,92300000.0,105600000.0
revenue,0.0,76937000.0,76076000.0,85036000.0,0.0,0.0,0.0,884535000.0,235552000.0,975146000.0,1154179000.0,1071840000.0,1315077000.0,1430061000.0
long_term_debt,0.0,105264000.0,562682000.0,577151000.0,578432000.0,574908000.0,608933000.0,767516000.0,766643000.0,239517000.0,327428000.0,1050818000.0,1129446000.0,1318467000.0
long_term_assets,0.0,428489000.0,30734000.0,30005000.0,28306000.0,24238000.0,24025000.0,631562000.0,633628000.0,900640000.0,1405812000.0,1516233000.0,1734210000.0,2066723000.0
