,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,70960000.0,81363000.0,96972000.0,126453000.0,85011000.0,102471000.0,321262000.0,153863000.0,0.0,0.0,0.0,0.0
net_income,0.0,-59114000.0,-12979000.0,-49780000.0,30656000.0,37491000.0,-15047000.0,45670000.0,91050000.0,192787000.0,234831000.0,266497000.0
eps_diluted,0.0,-1.14,-0.25,-0.92,0.53,0.68,-0.14,0.44,0.86,1.83,2.24,2.58
long_term_debt,0.0,0.0,905210000.0,798699000.0,976431000.0,964451000.0,4130496000.0,4290317000.0,4124981000.0,4479385000.0,4429837000.0,4335857000.0
long_term_assets,0.0,0.0,856929000.0,815101000.0,789173000.0,765878000.0,5863688000.0,5762947000.0,5891631000.0,6325294000.0,6470637000.0,6255282000.0
depreication,0.0,0.0,0.0,0.0,56014000.0,59204000.0,179936000.0,273685000.0,242465000.0,222352000.0,235625000.0,247179000.0
revenue,0.0,0.0,0.0,0.0,0.0,1610596000.0,750471000.0,4390116000.0,4675815000.0,4415777000.0,5212970000.0,5393082000.0
