,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,69676000.0,63484000.0,53412000.0,47174000.0,45846000.0,60313000.0,10821000.0
revenue,0.0,226539000.0,74440000.0,53198000.0,42192000.0,147593000.0,172161000.0
net_income,0.0,-7725000.0,3143000.0,-7544000.0,-4178000.0,-53668000.0,-54963000.0
depreication,0.0,12856000.0,13699000.0,12242000.0,11706000.0,14513000.0,15119000.0
long_term_debt,0.0,0.0,51432000.0,34425000.0,37316000.0,107729000.0,101433000.0
long_term_assets,0.0,0.0,57759000.0,82542000.0,98299000.0,95635000.0,81528000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.13,-0.63,-0.63
