,2020,2021,2022
revenue,462000.0,2717000.0,0.0
cash_and_equiv,73058000.0,117453000.0,27007000.0
long_term_debt,7720000.0,2640000.0,34815000.0
long_term_assets,4470000.0,4612000.0,7103000.0
net_income,0.0,-8331000.0,-30588000.0
eps_diluted,0.0,-0.43,-1.28
depreication,0.0,497000.0,548000.0
