,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-919123.0,-2436142.0,-8472898.0,-18030124.0,-44389569.0,-16016441.0,-34268912.0,-14710460.0,-1632421.0,-35043290.0
long_term_assets,1294.0,82603.0,281525.0,345824.0,1355838.0,525509.0,0.0,0.0,34838275.0,40228629.0
revenue,0.0,0.0,0.0,0.0,319242.0,19597.0,23703.0,6964.0,8098036.0,33978425.0
depreication,0.0,0.0,0.0,0.0,416253.0,443062.0,45282.0,0.0,888781.0,4061404.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,29568.0,1120.0,1485.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-23.99,0.36,-9.71
