,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2364.0,542564.0,422135.0,1957060.0,3633846.0,5790724.0,4723699.0,4401217.0,1769550.0,1014671.0,2777654.0,1897703.0,2785188.0,246358.0
revenue,0.0,3000814.0,3782124.0,6743502.0,11186134.0,23060178.0,24026171.0,22701534.0,15067613.0,13901603.0,10578316.0,412325.0,369804.0,517602.0
net_income,0.0,-1628190.0,-2009238.0,-1018921.0,-3637735.0,995617.0,-4252167.0,-1575361.0,-5732814.0,-2615419.0,-2161855.0,-1940401.0,-17270703.0,-13418814.0
long_term_assets,0.0,6807.0,21423.0,18457.0,85760.0,427312.0,271852.0,235850.0,174811.0,109196.0,238208.0,452878.0,2371896.0,1742357.0
eps_diluted,0.0,0.0,0.0,0.0,-0.09,0.02,-0.08,0.0,0.0,-0.76,-0.62,-0.53,0.0,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24724.0,112512.0,658080.0
