,2019,2020,2021,2022
revenue,2552000000.0,2728000000.0,1554000000.0,3132000000.0
net_income,0.0,-114432650.0,-35000000.0,-62000000.0
cash_and_equiv,0.0,506000000.0,372000000.0,250000000.0
long_term_debt,0.0,5863000000.0,4993000000.0,5171000000.0
long_term_assets,0.0,4725000000.0,8519000000.0,8419000000.0
eps_diluted,0.0,0.0,-0.08,-0.14
depreication,0.0,0.0,163000000.0,339000000.0
