,2019,2020,2021,2022,2023
revenue,160072000.0,117969000.0,73627000.0,53236000.0,33793000.0
net_income,-72460000.0,-314039000.0,-50059000.0,-100923000.0,-25918000.0
eps_diluted,-0.13,-0.12,-0.02,-0.04,-0.01
cash_and_equiv,190236000.0,120970000.0,82737000.0,69189000.0,60604000.0
long_term_assets,420951000.0,159612000.0,130160000.0,70682000.0,50314000.0
depreication,30752000.0,47801000.0,53593000.0,52616000.0,9509000.0
