,2019,2020,2021,2022
revenue,89133000.0,156941000.0,203613000.0,190872000.0
net_income,-17527000.0,20753000.0,-24256000.0,-58208000.0
eps_diluted,-3.68,0.35,-0.57,-1.23
cash_and_equiv,18844000.0,58243000.0,164948000.0,26996000.0
depreication,2329000.0,2974000.0,4592000.0,5416000.0
long_term_assets,0.0,29251000.0,31427000.0,34178000.0
