,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,36876018.0,55218000.0,47743000.0,116481000.0,157591000.0,196172000.0,84098000,211727000.0,220128000.0,126472000.0,181131000.0,123469000.0,108884000.0
revenue,0.0,57207366.0,9799000.0,14906000.0,5476000.0,8178000.0,5106000,152359000.0,15794000.0,25192000.0,104883000.0,77447000.0,151941000.0
net_income,0.0,6717120.0,-2105000.0,-3205000.0,-19018000.0,-28451000.0,-34783000,105727000.0,-44644000.0,-30396000.0,-129739000.0,-202115000.0,-119758000.0
eps_diluted,0.0,0.0,-1.92,-0.14,-1.4,-0.83,-1,2.8,0.0,0.0,-2.47,-3.37,-1.95
depreication,0.0,1100000.0,1000000.0,1200000.0,1822000.0,2863000.0,7608000,7228000.0,9160000.0,12306000.0,11957000.0,11258000.0,11865000.0
long_term_assets,0.0,0.0,3819892.0,6325000.0,9149000.0,16885000.0,27316000,51585000.0,63006000.0,72716000.0,66149000.0,55685000.0,58288000.0
