,2019,2020,2021,2022
net_income,360451.0,-2186000.0,-341023000.0,-223000000.0
long_term_assets,174027910.0,249700000.0,462560000.0,296482000.0
revenue,0.0,5396000.0,123795000.0,40497000.0
eps_diluted,0.0,-0.04,-31.86,-15.17
cash_and_equiv,0.0,1839000.0,58192000.0,15557000.0
long_term_debt,0.0,57747000.0,217214000.0,214931000.0
depreication,0.0,320000.0,13044000.0,2868000.0
