,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6279000.0,9302000,6162000.0,9185000.0,8958000.0,3045000.0,24937000.0,6393000.0,7390000.0
revenue,0.0,0,103055000.0,120382000.0,257404000.0,278045000.0,437647000.0,460885000.0,590554000.0
net_income,0.0,-20808,-25283000.0,-123270000.0,-11705000.0,-36432000.0,3866000.0,74223000.0,86400000.0
eps_diluted,0.0,0,0.01,0.0,-0.53,-0.33,0.02,0.32,0.4
long_term_debt,0.0,133460,172655000.0,155730000.0,269023000.0,320412000.0,448667000.0,517645000.0,561942000.0
long_term_assets,0.0,500089682,1561942000.0,1282959000.0,2496138000.0,2605061000.0,5150637000.0,5290559000.0,5306610000.0
depreication,0.0,22675000,9019000.0,8653000.0,13304000.0,12395000.0,35181000.0,61777000.0,62380000.0
