,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,434067000.0,613352000.0,604420000.0,1033619000.0,938842000.0,905633000.0,1032457000.0,1256405000.0,732647000.0,460859000.0,655716000.0,607821000.0,634870000.0,631068000.0,862424000.0,1014249000.0,1140479000.0
revenue,0.0,2471817000.0,3232653000.0,2552547000.0,2356175000.0,2631768000.0,2759641000.0,3068891000.0,3187005000.0,3116954000.0,2551604000.0,2750311000.0,4142644000.0,0.0,0.0,0.0,0.0
net_income,0.0,98370000.0,116350000.0,79317000.0,65823000.0,89710000.0,99010000.0,93732000.0,100079000.0,29863000.0,60536000.0,2163000.0,124296000.0,257010000.0,81993000.0,477030000.0,644039000.0
eps_diluted,0.0,0.79,0.94,0.63,0.52,0.7,0.76,0.71,0.77,0.24,0.5,0.02,0.86,1.91,0.62,3.2,4.98
depreication,0.0,49712000.0,63725000.0,68670000.0,64447000.0,57620000.0,58890000.0,69889000.0,98592000.0,99924000.0,82363000.0,76418000.0,117856000.0,90171000.0,91070000.0,101024000.0,102454000.0
long_term_assets,0.0,0.0,1528004000.0,1610165000.0,1916875000.0,3019135000.0,3227356000.0,3234586000.0,4561588000.0,4663248000.0,4495552000.0,4384679000.0,8089211000.0,7350943000.0,7814754000.0,10340714000.0,9938425000.0
