,2019,2020,2021,2022
net_income,-534344.0,-26177000.0,-20070000.0,-20180000.0
cash_and_equiv,528742.0,9256000.0,8463000.0,8478000.0
long_term_debt,74572.0,202189000.0,125942000.0,162627000.0
long_term_assets,80536183.0,172334000.0,164080000.0,159399000.0
revenue,0.0,163987000.0,158668000.0,176846000.0
eps_diluted,0.0,-0.76,-0.54,-0.44
depreication,0.0,6959000.0,6984000.0,7025000.0
