,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,11484000.0,16321000.0,103312000.0,112690000.0,68978000.0,19998000.0,43676000.0
revenue,0.0,374773000.0,448883000.0,473115000.0,397971000.0,257586000.0,2470782000.0,4149228000.0
net_income,0.0,0.0,57681000.0,18986000.0,-12148000.0,-37030000.0,-179244000.0,399602000.0
depreication,0.0,41362000.0,25642000.0,34183000.0,44299000.0,45826000.0,262757000.0,323028000.0
long_term_debt,0.0,0.0,416862000.0,326260000.0,372635000.0,461921000.0,691699000.0,867943000.0
long_term_assets,0.0,0.0,500074000.0,655280000.0,794455000.0,1322809000.0,1410283000.0,1619259000.0
eps_diluted,0.0,0.0,0.0,0.27,-0.15,-0.41,-1.03,2.11
