,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,20038000.0,4149000.0,4121000.0,5218000.0,2678000.0,11993000.0,15160000.0,21095000.0,6241000.0,2438000.0,6983000.0,60013000.0,10263000.0,9819000.0
net_income,0.0,-8912000.0,-3813000.0,-7157000.0,4709000.0,2896000.0,5561000.0,-17060000.0,7754000.0,133000.0,-8760000.0,-9718000.0,-41651000.0,-15661000.0
depreication,0.0,26778000.0,15821000.0,16640000.0,32542000.0,27334000.0,24179000.0,20774000.0,22970000.0,30464000.0,31065000.0,29896000.0,27625000.0,23810000.0
long_term_assets,0.0,0.0,124817000.0,111223000.0,104387000.0,108717000.0,105258000.0,215626000.0,266450000.0,302017000.0,264702000.0,215986000.0,198920000.0,184979000.0
eps_diluted,0.0,0.0,0.0,-0.46,0.29,0.18,0.34,-1.03,0.43,-1.11,-4.36,-2.19,-2.39,-0.89
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167366000.0,152498000.0,149538000.0,142050000.0,81083000.0,397850000.0,469193000.0
