,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4098000.0,26529000.0,11129000.0,20667000.0,14198000.0,57389000.0,167432000.0,226783000.0,156720000.0,218348000.0,135960000.0
revenue,0.0,3159000.0,6399000.0,10390000.0,22237000.0,34042000.0,80962000.0,87782000.0,57017000.0,70119000.0,102206000.0
net_income,0.0,-27222000.0,-33800000.0,-44995000.0,-50636000.0,-72176000.0,-76396000.0,-120199000.0,-107908000.0,-110048000.0,-107330000.0
long_term_assets,0.0,0.0,5698000.0,8540000.0,12830000.0,13020000.0,17286000.0,38155000.0,37127000.0,38260000.0,43043000.0
depreication,0.0,1149000.0,1020000.0,1256000.0,1708000.0,2197000.0,3499000.0,4655000.0,6419000.0,5984000.0,4922000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,-0.73,-0.67,-0.59
