,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6751000.0,39590000.0,49189000.0,60089000.0,0.0,0.0,0.0,0.0
net_income,0.0,-74144000.0,0.0,0.0,0.0,21241000.0,18738000.0,-42556000.0
long_term_assets,0.0,9036000.0,11558000.0,8084000.0,30354000.0,90706000.0,35818000.0,1067000.0
depreication,0.0,2388000.0,4458000.0,4795000.0,3824000.0,2903000.0,97000.0,103000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,788000.0,15048000.0
