,2016,2018,2019,2020,2021
net_income,291029000.0,87939000.0,37812000.0,-109478000.0,-179526000.0
revenue,0.0,569192000.0,482273000.0,235426000.0,111017000.0
eps_diluted,0.0,1.59,0.52,-1.55,-2.54
cash_and_equiv,0.0,253350000.0,154494000.0,62758000.0,36809000.0
long_term_assets,0.0,128893000.0,118838000.0,72599000.0,11505000.0
depreication,0.0,6171000.0,6117000.0,4510000.0,2040000.0
