,2021,2022,2023
revenue,140438000.0,162848000.0,212941000.0
net_income,-20617000.0,-50696000.0,-39593000.0
eps_diluted,-1.15,-1.76,-0.97
cash_and_equiv,7436000.0,12917000.0,30025000.0
long_term_debt,158927000.0,107214000.0,232128000.0
long_term_assets,186637000.0,189201000.0,189213000.0
depreication,18866000.0,27368000.0,28192000.0
