,2016,2017,2018,2019,2020,2021,2022
revenue,3447200000.0,14859700000.0,4327400000.0,4423700000.0,4471500000.0,18746100000.0,21256500000.0
net_income,80900000.0,1135100000.0,139100000.0,138500000.0,-1156000000.0,838300000.0,944600000.0
eps_diluted,0.32,4.38,0.54,0.53,-4.45,3.13,3.61
depreication,1141900000.0,1112100000.0,1252200000.0,1511200000.0,1487000000.0,1460000000.0,1488600000.0
cash_and_equiv,0.0,298100000.0,636800000.0,151600000.0,251100000.0,290900000.0,260200000.0
long_term_assets,0.0,20598100000.0,20575400000.0,25182400000.0,23835000000.0,23594700000.0,22420100000.0
