,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,53346.0,13000.0,19682000.0,19779000.0,64483000.0,60984000.0,38514000.0,19148000.0,23760000.0,25217000.0,14995000.0
net_income,0.0,-1957818.0,-16134000.0,3033000.0,-30205000.0,-50082000.0,-79723000.0,-18630000.0,-27501000.0,-11370000.0,-19881000.0
long_term_debt,0.0,12930974.0,1446000.0,39247000.0,40649000.0,103502000.0,93273000.0,116804000.0,127119000.0,124191000.0,64125000.0
long_term_assets,0.0,0.0,0.0,100021000.0,98239000.0,98943000.0,84352000.0,50299000.0,49346000.0,102788000.0,101857000.0
eps_diluted,0.0,0.0,-2.79,0.21,-2.82,-2.63,-3.9,-0.79,-1.16,-0.26,0.34
revenue,0.0,0.0,0.0,51952000.0,69337000.0,71834000.0,77347000.0,99219000.0,66499000.0,75360000.0,90214000.0
depreication,0.0,0.0,0.0,6004000.0,7576000.0,7447000.0,7850000.0,0.0,0.0,0.0,0.0
