,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,243000000.0,114000000.0,2294000000.0,1869000000.0,1467000000.0,953000000.0,898000000.0,822000000.0,1577000000.0,1011000000.0,676000000.0,824000000.0,334000000.0,139000000.0,495000000.0,1879000000.0,1581000000.0
net_income,0.0,790000000.0,-1176000000.0,-175000000.0,171000000.0,65000000.0,143000000.0,563000000.0,1826000000.0,70000000.0,551000000.0,271000000.0,-93000000.0,-14000000.0,797000000.0,2607000000.0,1880000000.0
eps_diluted,0.0,0.0,-5.57,-0.83,0.32,0.12,0.26,0.07,0.31,0.11,0.73,0.36,0.99,-0.1,1.07,3.47,2.53
depreication,0.0,0.0,626000000.0,538000000.0,495000000.0,476000000.0,444000000.0,458000000.0,338000000.0,479000000.0,565000000.0,521000000.0,486000000.0,510000000.0,472000000.0,477000000.0,480000000.0
revenue,0.0,0.0,0.0,0.0,0.0,6216000000.0,5989000000.0,7254000000.0,7403000000.0,7082000000.0,6365000000.0,1823000000.0,1636000000.0,1548000000.0,7532000000.0,10201000000.0,10184000000.0
long_term_debt,0.0,0.0,0.0,0.0,0.0,0.0,5896000000.0,6019000000.0,5809000000.0,6112000000.0,7816000000.0,7157000000.0,7858000000.0,7153000000.0,6425000000.0,6053000000.0,6793000000.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,10185000000.0,12046000000.0,10798000000.0,9081000000.0,17621000000.0,16344000000.0,15647000000.0,14795000000.0,14702000000.0,14517000000.0,14594000000.0
