,2019,2020,2021
revenue,173992897.0,187173834.0,177266677.0
net_income,-65402000.0,-34436576.0,-69222605.0
eps_diluted,-7.19,-3.8,-5.14
cash_and_equiv,12889931.0,30043046.0,105027484.0
depreication,4377731.0,4785778.0,4496519.0
long_term_debt,0.0,45641436.0,201627200.0
long_term_assets,0.0,10615518.0,96764585.0
