,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4375000.0,9624000.0,2307000.0,29727000.0,12950000.0,23379000.0,14487000.0,14599000.0,21409000.0,26795000.0
net_income,0.0,-10183000.0,-6253000.0,-5308000.0,-4381000.0,-17754000.0,-14669000.0,-8512000.0,4343000.0,6129000.0
depreication,0.0,1517000.0,1340000.0,826000.0,1191000.0,1450000.0,1694000.0,1982000.0,1455000.0,982000.0
long_term_assets,0.0,0.0,1815000.0,1970000.0,4019000.0,4359000.0,6684000.0,4332000.0,2620000.0,10586000.0
revenue,0.0,0.0,0.0,0.0,35936000.0,49417000.0,37503000.0,42031000.0,55146000.0,59985000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.22,0.29
