,2019,2020,2021,2022
net_income,-8875.0,418917.0,-2214402.0,-1231094.0
revenue,0.0,4713541.0,5512368.0,9931400.0
eps_diluted,0.0,2.96,-2.96,-0.08
long_term_assets,0.0,144439.0,104598.0,1114075.0
cash_and_equiv,0.0,0.0,721452.0,380845.0
depreication,0.0,0.0,33000.0,27000.0
