,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6215000.0,1654000.0,114185000.0,73933000.0,54539000.0,36088000.0,85820000.0,65126000.0,116049000.0,180002000.0,163030000.0
net_income,0.0,-6102000.0,-8182000.0,-19634000.0,-25274000.0,-28953000.0,-21287000.0,-18778000.0,-89127000.0,-65578000.0,-250157000.0
depreication,0.0,88000.0,190000.0,728000.0,4205000.0,7259000.0,7862000.0,7603000.0,6578000.0,5947000.0,6629000.0
long_term_assets,0.0,0.0,3102000.0,9290000.0,74277000.0,34444000.0,27807000.0,32251000.0,74163000.0,51231000.0,154020000.0
revenue,0.0,0.0,0.0,0.0,21766000.0,32100000.0,26917000.0,27188000.0,11897000.0,143857000.0,7128000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,-0.72,-2.31
