,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,150040000.0,201760000.0,125765000.0,229138000.0,243592000.0,352095000.0,651058000.0,1141263000.0,1703130000.0,2315000000.0,1466000000.0
revenue,0.0,197545000.0,325893000.0,644677000.0,846589000.0,1076794000.0,1333554000.0,2742837000.0,1624000000.0,2132000000.0,1958000000.0
net_income,0.0,-12453000.0,-43610000.0,-148874000.0,-220438000.0,-94420000.0,-119858000.0,-305361000.0,-162000000.0,-528000000.0,-101000000.0
depreication,0.0,23254000.0,35624000.0,75386000.0,100590000.0,110155000.0,99391000.0,87467000.0,111000000.0,130000000.0,157000000.0
long_term_assets,0.0,0.0,248393000.0,2561606000.0,2566818000.0,2388992000.0,2398418000.0,2621819000.0,2521680000.0,3015000000.0,2960000000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48,-0.7,-2.02,-0.42
