,2017,2018,2019,2020,2021,2022
revenue,75422000.0,186865000.0,261270000.0,172200000.0,214400000.0,333700000.0
net_income,-8806.0,3877000.0,3106000.0,-9315000.0,-4576000.0,73939000.0
cash_and_equiv,12533000.0,12194000.0,6787000.0,6979000.0,23406000.0,181673000.0
long_term_assets,242088.0,490046000.0,539997000.0,490675000.0,452856000.0,535348000.0
depreication,30145000.0,39128000.0,58902000.0,65614000.0,70519000.0,67665000.0
eps_diluted,0.0,0.0,0.13,-0.26,-0.05,0.74
