,2020,2021,2022
revenue,55237759.0,60876078.0,23904181.0
net_income,-8996.0,-17144531.0,-18740804.0
eps_diluted,0.74,-0.63,0.0
cash_and_equiv,12610383.0,33206712.0,15046894.0
long_term_assets,22082919.0,30948981.0,28807474.0
depreication,383142.0,1488614.0,3169429.0
