,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,111,4711,0.0,501000.0,4096000.0,1725000.0,16000.0,2943000.0
revenue,0.0,183430,84165,180404.0,584000.0,623000.0,2051000.0,6078000.0,4896000.0
net_income,0.0,-1603061,-4157480,-8163695.0,-10401000.0,-21373000.0,-30621000.0,-13193000.0,-25509000.0
eps_diluted,0.0,0,0,0.0,-0.42,-0.62,-0.65,-0.26,0.0
long_term_assets,0.0,1509375,1416737,1355388.0,1808000.0,26272000.0,42509000.0,38793000.0,926000.0
depreication,0.0,157546,172608,164596.0,149000.0,577000.0,918000.0,2327000.0,1481000.0
