,2016,2017,2018,2019,2020,2021,2022
revenue,1349983000.0,1596450000.0,1700786000.0,1842402000.0,1435401000.0,2499008000.0,2304500000.0
net_income,168401000.0,144492000.0,106732000.0,117305000.0,80060000.0,750728000.0,83275000.0
depreication,72197000.0,95815000.0,97733000.0,131144000.0,141193000.0,121729000.0,165816000.0
eps_diluted,0.0,0.85,0.64,0.58,0.39,3.8,0.45
cash_and_equiv,0.0,121027000.0,122475000.0,163564000.0,191448000.0,191332000.0,233016000.0
long_term_debt,0.0,1453298000.0,2202565000.0,1634681000.0,2385677000.0,2737980000.0,2123843000.0
long_term_assets,0.0,1447910000.0,1697103000.0,2128069000.0,2163378000.0,2691848000.0,2864744000.0
