,2016,2017,2018,2019,2020,2021,2022
revenue,275984000.0,71111000.0,70386000.0,31574000.0,26187000.0,90500000.0,81979000.0
net_income,-13805000.0,-7228000.0,799000.0,-197341000.0,-100041000.0,-84651000.0,-54605000.0
eps_diluted,-0.3,-0.13,0.01,-2.72,-1.28,-20.72,-8.33
cash_and_equiv,11624000.0,22381000.0,10949000.0,5608000.0,43962000.0,51287000.0,16295000.0
long_term_assets,187996000.0,159616000.0,185072000.0,148695000.0,18522000.0,17127000.0,13531000.0
depreication,16528000.0,14233000.0,14579000.0,22675000.0,6581000.0,2479000.0,2183000.0
