,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,383756.0,384904.0,278263.0,302050.0,332800.0,3925967.0,966183.0,254705,1595757,155520,2215665,6102447,550110
net_income,0.0,270888.0,-23535.0,-44371.0,-271142.0,-2250337.0,-1902261.0,-1866395,-1602256,-921722,-3425483,2001249,-3993115
long_term_debt,0.0,8118497.0,9399670.0,9218210.0,8588739.0,6344761.0,4624824.0,8250980,15052596,14578630,11283632,8491496,9935345
long_term_assets,0.0,4386370.0,4616772.0,4225138.0,3916217.0,5839221.0,5517849.0,12592954,20632143,19718248,21521609,18234129,16208029
depreication,0.0,370726.0,-404374.0,-435366.0,-433014.0,-350959.0,-229930.0,-242542,-673566,887013,1013513,852671,733646
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35758330,64414910,62565117,53409046,47798654,44338490
