,2019,2020,2021,2022
revenue,169152000.0,213760000.0,248435000.0,268447000.0
net_income,-23443000.0,-35201000.0,-24776000.0,-106200000.0
eps_diluted,-1.45,-1.96,-1.04,-1.4
depreication,48131000.0,52488000.0,50331000.0,54499000.0
cash_and_equiv,0.0,10321000.0,85976000.0,34645000.0
long_term_debt,0.0,350624000.0,475019000.0,474216000.0
long_term_assets,0.0,637766000.0,598979000.0,585516000.0
