,2015,2016,2017,2018,2019,2020,2021,2022
revenue,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net_income,-16682000.0,-33167000.0,-42211000.0,-66738000.0,-94347000.0,-104327000.0,-142605000.0,-44822000.0
long_term_debt,0.0,14644000.0,33761000.0,92010000.0,99774000.0,97225000.0,117422000.0,68988000.0
long_term_assets,0.0,703000.0,1333000.0,43938000.0,48839000.0,50227000.0,15061000.0,878000.0
cash_and_equiv,0.0,0.0,0.0,0.0,85449000.0,77264000.0,92136000.0,70495000.0
depreication,0.0,0.0,0.0,0.0,843000.0,912000.0,975000.0,537000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-1.99,-108.32,-29.48
