,2020,2021,2022
revenue,75403000.0,75842000.0,69202000.0
net_income,-8247187.0,-71704000.0,-79336000.0
eps_diluted,-0.48,-1.13,-0.71
cash_and_equiv,17009000.0,95054000.0,11231000.0
long_term_debt,59667000.0,85624000.0,76955000.0
long_term_assets,2504000.0,4232000.0,6842000.0
depreication,873000.0,1133000.0,1418000.0
