,2008,2009,2010,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,3896149.0,275885.0,215204.0,6310694.0,5601767.0,6851539.0,7512422.0,11721683.0,15134289.0,17747656.0,22927371.0
revenue,0.0,13224435.0,11509933.0,0.0,21118319.0,18025173.0,18019429.0,25056934.0,20043810.0,21331527.0,22225803.0
net_income,0.0,-9433139.0,-1778316.0,0.0,4930548.0,3339663.0,4988531.0,5225199.0,3343585.0,4947765.0,4301221.0
long_term_assets,0.0,5760941.0,4036316.0,0.0,7686399.0,8802562.0,10614304.0,10231387.0,10353254.0,9908260.0,9916736.0
depreication,0.0,689744.0,274019.0,0.0,809377.0,953626.0,774743.0,833775.0,806686.0,924073.0,738729.0
eps_diluted,0.0,0.0,0.0,0.0,0.58,0.36,0.49,0.49,0.3,0.44,0.38
