,2017,2018,2019,2020,2021,2022,2023
revenue,0.0,47000.0,2000.0,6000.0,0.0,0.0,20818.0
net_income,-3080.0,3667.0,-44831.0,-53771.0,-72046.0,-72630.0,-81923.0
cash_and_equiv,4583.0,36675.0,9090.0,5999.0,19894.0,3863.0,0.0
long_term_assets,0.0,974.0,510.0,278.0,278.0,278.0,278.0
depreication,0.0,0.0,0.0,232.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01
