,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,19437000.0,13142000.0,9754000.0,144750000.0,104683000.0,163163000.0,187764000.0,223901000.0,827146000.0,530089000.0,783112000.0
net_income,0.0,-28180000.0,-21378000.0,38537000.0,25381000.0,84172000.0,128833000.0,146549000.0,140322000.0,169170000.0,93779000.0
eps_diluted,0.0,-10.28,-7.64,0.87,0.58,1.85,2.69,2.9,2.66,3.06,1.65
long_term_assets,0.0,0.0,5725000.0,15246000.0,84947000.0,164619000.0,287163000.0,561861000.0,717768000.0,1189662000.0,1366291000.0
depreication,0.0,0.0,1978000.0,2253000.0,2759000.0,7155000.0,11426000.0,17261000.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,239997000.0,607045000.0,937237000.0,1425660000.0,1459271000.0,1963865000.0,3110279000.0
