,2016,2017,2018,2019,2020,2021,2022,2023
revenue,6017212000.0,2359808000.0,2454940000.0,2474549000.0,2535421000.0,10090849000.0,9647659000.0,2324274000.0
net_income,-236708000.0,2242475000.0,213086000.0,329000.0,330472000.0,990311000.0,194563000.0,78300000.0
eps_diluted,-1.28,2.15,0.03,0.21,0.6,2.14,0.43,0.17
cash_and_equiv,486792000.0,329848000.0,298781000.0,701898000.0,278422000.0,195711000.0,305484000.0,219128000.0
long_term_debt,5182133000.0,2520362000.0,24833791000.0,26398764000.0,29820445000.0,29281879000.0,30627434000.0,28122473000.0
long_term_assets,34769330000.0,33908483000.0,32710554000.0,32726766000.0,32400094000.0,32425400000.0,31096521000.0,31371383000.0
depreication,1700306000.0,2930571000.0,2382339000.0,2263144000.0,2083365000.0,1787152000.0,1773673000.0,418705000.0
