,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,54296000.0,78303000.0,110837000.0,168754000.0,216784000.0,211181000.0,189693000.0,281502000.0,390460000.0,514571000.0,673228000.0,424707000.0,599219000.0,849556000.0,580977000.0,758012000.0
net_income,0.0,74331000.0,29279000.0,55663000.0,66492000.0,69493000.0,68048000.0,89076000.0,89716000.0,94218000.0,88429000.0,130905000.0,98527000.0,77663000.0,331241000.0,322160000.0
eps_diluted,0.0,0.89,0.36,0.68,0.83,0.88,0.87,1.21,1.28,1.44,1.41,2.16,1.62,1.26,5.34,5.27
depreication,0.0,-23623000.0,26407000.0,23833000.0,20887000.0,35139000.0,40005000.0,46121000.0,52583000.0,56776000.0,61148000.0,59491000.0,68507000.0,95857000.0,115424000.0,115609000.0
long_term_assets,0.0,0.0,600463000.0,756237000.0,804876000.0,1135120000.0,1414183000.0,1186102000.0,1124150000.0,1017522000.0,1070265000.0,1187818000.0,1878689000.0,2884444000.0,3386180000.0,3363970000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523191000.0,543770000.0,569305000.0,614816000.0,2603416000.0,2695845000.0
