,2020,2021,2022
revenue,364271000.0,383685000.0,321527000.0
net_income,-72260000.0,2698369.0,-87715000.0
eps_diluted,-13.45,-15.86,-0.97
depreication,4115000.0,4992000.0,5716000.0
cash_and_equiv,0.0,78376000.0,81084000.0
long_term_debt,0.0,136147000.0,118668000.0
long_term_assets,0.0,41540000.0,32035000.0
