,2020,2021,2022
revenue,132152000.0,194210000.0,247829000.0
net_income,-142256000.0,6135000.0,-325351000.0
eps_diluted,-1.03,0.01,-1.35
depreication,3886000.0,5533000.0,9658000.0
cash_and_equiv,0.0,79642000.0,26158000.0
long_term_assets,0.0,409446000.0,579594000.0
