,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,662941000.0,1027857000.0,121004000.0,294172000.0,88322000.0,208023000.0,134661000.0,67898000.0
revenue,0.0,732272000.0,292378000.0,384791000.0,425859000.0,367122000.0,1317037000.0,1357747000.0
net_income,0.0,65153000.0,-127125000.0,-48223000.0,-268738000.0,117812000.0,-1606121000.0,-269342000.0
eps_diluted,0.0,0.26,-0.5,-0.19,-1.05,1.04,-3.74,-0.76
depreication,0.0,62691000.0,96674000.0,175821000.0,227364000.0,259613000.0,270404000.0,272195000.0
long_term_assets,0.0,0.0,7973956000.0,9954996000.0,11666497000.0,12157317000.0,10435695000.0,10055883000.0
