,2020,2021,2022
revenue,5160000.0,6279000.0,7173000.0
net_income,-10019000.0,-31545000.0,-51529000.0
eps_diluted,-0.08,-0.25,-0.43
depreication,1886000.0,1534000.0,1423000.0
long_term_debt,0.0,22748000.0,25330000.0
long_term_assets,0.0,13452000.0,13022000.0
