,2019,2020,2021,2022
cash_and_equiv,215574.0,891816.0,6975302.0,23501007.0
revenue,0.0,11063619.0,15774170.0,31987724.0
net_income,0.0,1171077.0,-1011009.0,-5793414.0
eps_diluted,0.0,0.29,-0.19,-0.76
long_term_assets,0.0,2669624.0,7525838.0,8343951.0
depreication,0.0,155728.0,198523.0,553750.0
