,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,263900000.0,66600000.0,30800000.0,69400000.0,13200000.0,21000000.0,12400000.0,193200000.0,31000000.0
net_income,0.0,-48700000.0,28100000.0,108900000.0,17100000.0,6900000.0,14400000.0,770500000.0,-2500000.0
eps_diluted,0.0,-0.76,0.42,1.25,0.21,0.08,0.18,9.31,-0.03
depreication,0.0,221100000.0,207000000.0,198100000.0,186900000.0,133400000.0,151000000.0,169300000.0,178200000.0
revenue,0.0,0.0,1237000000.0,292800000.0,62900000.0,39200000.0,34700000.0,31400000.0,35000000.0
long_term_debt,0.0,0.0,251000000.0,191400000.0,2525000000.0,227400000.0,235900000.0,320900000.0,164700000.0
long_term_assets,0.0,0.0,2739100000.0,2374200000.0,2307200000.0,2352900000.0,2372200000.0,1624700000.0,1596500000.0
