,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,12771.0,127081.0,950841,59821,31303,1891658,347477,56859,206213,86481,60717,46002,90941,37035
net_income,0.0,-1983822.0,-4778541,-2931306,-2444491,-4049713,-2082643,-1652280,-1477045,-1379356,-796202,-822482,-435662,-404917
long_term_debt,0.0,2064980.0,2696316,4018810,5430492,924841,877009,1511688,1368015,1812604,2446406,2890828,3299997,3654796
long_term_assets,0.0,1252491.0,1242045,1637382,1456298,1244449,1164038,948161,840949,414131,435511,522619,447953,342415
depreication,0.0,56801.0,209973,328890,350526,368605,360334,257582,275416,166386,59876,56529,66070,58232
revenue,0.0,0.0,971367,1205263,1089374,1250292,1138634,1452714,1384971,1509330,1392900,1142045,1392987,1222989
