,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,46865000.0,65160000.0,98426000.0,71064000.0,57937000.0,173415000.0,148000000.0,206000000.0
net_income,0.0,-17970000.0,-13210000.0,-12295000.0,-16598000.0,-51853000.0,53000000.0,-267000000.0
depreication,0.0,1314000.0,2612000.0,3664000.0,3578000.0,3000000.0,4000000.0,6000000.0
revenue,0.0,0.0,1250000.0,8353000.0,15000000.0,78000000.0,383000000.0,112000000.0
long_term_assets,0.0,0.0,13617000.0,15977000.0,10405000.0,36477000.0,330000000.0,278000000.0
eps_diluted,0.0,0.0,0.0,0.0,-1.93,-2.24,0.71,-3.71
